MobileId,priceRange,processor,display,primarycamera,battery,frontcamera
Intex Aqua Life 2 2015_may,4299,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,1.3 MP
Lava Flair P3 2016_january,3333,Dual core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Karbonn K5 Jumbo 2015_july,1040,Dual core,"1.8"" (4.57 cm)",0.3 MP,1800 mAh,0.3 MP
Panasonic EZ240 2014_february,1349,Dual core,"2.4"" (6.1 cm)",1.3 MP,1200 mAh,0.3 MP
Jivi JV N2100 2016_march,1199,Dual core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,0.3 MP
Celkon Campus Prime 2015_september,7000,Single core,"4.5"" (11.43 cm)",3.2 MP,1600 mAh,1.3 MP
Philips S309 2015_july,2999,Dual core,"4.0"" (10.16 cm)",5 MP,1600 mAh,0.3 MP
Micromax Unite A092 2014_june,6399,Quad core,"4.0"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
Intex Aqua 3G Pro 2015_june,2550,Single core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Micromax Bolt X088 2013_july,1299,Single core,"1.77"" (4.5 cm)",0.3 MP,950 mAh,0.3 MP
Karbonn K9 Spy 2015_december,1440,Single core,"2.4"" (6.1 cm)",1.3 MP,1750 mAh,1.3 MP
Lava Flair P1 2015_may,3270,Single core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Zen Ultrafone 303 Elite 2014_december,3170,Dual core,"4.0"" (10.16 cm)",3.2 MP,1600 mAh,1.3 MP
Good One Selfie 2015_july,3999,Dual core,"5.0"" (12.7 cm)",5 MP,2050 mAh,2 MP
Onida i455 2015_february,3499,Quad core,"4.5"" (11.43 cm)",8 MP,1800 mAh,2 MP
XOLO A600 2013_october,4490,Dual core,"4.5"" (11.43 cm)",5 MP,1900 mAh,0.3 MP
Reach Fab4 403 2016_february,2250,Quad core,"4.0"" (10.16 cm)",3.2 MP,2000 mAh,1.3 MP
Spice Power 5855 2015_july,1479,Quad core,"2.8"" (7.11 cm)",1.3 MP,1800 mAh,1.3 MP
Lava Iris Fuel 60 2014_december,8997,Quad core,"5.0"" (12.7 cm)",10 MP,4000 mAh,2 MP
Intex Aqua Lite 2016_february,2399,Quad core,"4.0"" (10.16 cm)",2 MP,1400 mAh,2 MP
Sansui U50 Plus 2015_august,3999,Quad core,"5.0"" (12.7 cm)",5 MP,1800 mAh,2 MP
Swipe Konnect Pro 2015_may,3444,Quad core,"4.5"" (11.43 cm)",5 MP,2650 mAh,3.2 MP
Micromax Bolt S300 2015_april,2999,Single core,"4.0"" (10.16 cm)",0.3 MP,1200 mAh,0.3 MP
Micromax A111 Canvas Doodle 2013_may,9150,Quad core,"5.3"" (13.46 cm)",8 MP,2100 mAh,2 MP
Aqua Mobile Shine 2016_february,1049,Quad core,"2.4"" (6.1 cm)",0.3 MP,2100 mAh,2 MP
Kenxinda K6 2015_november,2499,Dual core,"4.5"" (11.43 cm)",5 MP,1600 mAh,0.3 MP
Rage Zing 4.5 2016_march,2677,Quad core,"4.5"" (11.43 cm)",5 MP,1700 mAh,0.3 MP
Lenovo Vibe X 2013_december,20900,Quad core,"5.0"" (12.7 cm)",13 MP,2000 mAh,5 MP
Lenovo A690 2013_january,4999,Single core,"4"" (10.16 cm)",3.2 MP,1500 mAh,5 MP
Intex Flash K5 2015_december,1425,Single core,"2.4"" (6.1 cm)",0.3 MP,1450 mAh,5 MP
BQ E2 2015_march,3899,Dual core,"4.0"" (10.16 cm)",3 MP,1500 mAh,1.3 MP
BQ S40 2015_february,4200,Quad core,"5.0"" (12.7 cm)",5 MP,1800 mAh,2 MP
Intex Platinum Dream 2014_august,1470,Quad core,"2.4"" (6.1 cm)",0.3 MP,1000 mAh,2 MP
Micromax Canvas Fire A093 2014_july,3977,Quad core,"4.0"" (10.16 cm)",5 MP,1750 mAh,0.3 MP
Micromax Canvas 2.2 A114 2013_december,5695,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Karbonn A90 2013_october,2880,Quad core,"4"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
Karbonn Titanium S200HD 2015_september,3999,Quad core,"5.0"" (12.7 cm)",8 MP,2600 mAh,3.2 MP
Intex Aqua Wave 2015_november,2899,Single core,"4.0"" (10.16 cm)",0.3 MP,1400 mAh,0.3 MP
Intex Aqua R3 Plus 2015_november,2299,Single core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Karbonn K59 2015_august,1283,Single core,"2.4"" (6.1 cm)",1.3 MP,1500 mAh,0.3 MP
Zen Sonic Bolt 2015_july,3499,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,2 MP
Karbonn Titanium Mach Two S360 2015_march,4999,Octa core,"5.0"" (12.7 cm)",8 MP,1900 mAh,8 MP
Blackberry Curve 9360 2011_september,7900,Octa core,"2.44"" (6.2 cm)",5 MP,1000 mAh,8 MP
Micromax Canvas Doodle 2 A240 2013_september,7960,Quad core,"5.7"" (14.48 cm)",12 MP,2600 mAh,5 MP
Rage Supremo 4.5 3G 2016_february,2999,Quad core,"4.5"" (11.43 cm)",5 MP,3000 mAh,0.3 MP
Blackberry Torch 9800 2010_august,7900,Quad core,"3.2"" (8.13 cm)",5 MP,1300 mAh,0.3 MP
Videocon Infinium Z42 Nova 2016_january,2489,Quad core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,1.2 MP
Gionee CTRL V5 2014_april,6990,Quad core,"4.7"" (11.94 cm)",8 MP,1800 mAh,2 MP
Karbonn Alfa A91 Power 2015_october,2299,Single core,"4.0"" (10.16 cm)",2 MP,2000 mAh,0.3 MP
Micromax Canvas 2 Colours 2014_april,5995,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Micromax X097 2013_september,1499,Quad core,"1.77"" (4.5 cm)",0.3 MP,850 mAh,2 MP
Micromax X084 2013_august,1199,Quad core,"1.8"" (4.57 cm)",0.3 MP,1800 mAh,2 MP
Panasonic P50 Idol 2015_october,5290,Quad core,"5.0"" (12.7 cm)",8 MP,2150 mAh,2 MP
Onida I505 2015_august,3439,Quad core,"5.0"" (12.7 cm)",5 MP,1800 mAh,0.3 MP
Datawind PocketSurfer 3G4Z 2016_january,1899,Single core,"4.0"" (10.16 cm)",5 MP,1800 mAh,0.3 MP
Videocon Z30 Pace 2015_april,1895,Single core,"3.5"" (8.89 cm)",2 MP,1250 mAh,0.3 MP
Panasonic Eluga A 2014_august,4999,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,1.3 MP
ZTE Blade L2 2014_october,4990,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,0.3 MP
Lava Iris X1 Atom S 2015_june,2899,Single core,"4.0"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
Karbonn A108 Plus 2015_april,1699,Single core,"3.5"" (8.89 cm)",2 MP,1100 mAh,0.3 MP
Micromax X615 2015_december,1195,Single core,"2.4"" (6.1 cm)",0.3 MP,1500 mAh,0.3 MP
Lava  Spark Icon2 2015_december,1650,Single core,"2.8"" (7.11 cm)",1.3 MP,1150 mAh,0.3 MP
Zen Admire Alpha 2015_november,2999,Quad core,"4.5"" (11.43 cm)",3.2 MP,2000 mAh,1.3 MP
Micromax Bolt A064 2014_september,4300,Dual core,"3.0"" (7.62 cm)",2 MP,1400 mAh,0.3 MP
XOLO Play 8X-1200 2014_august,7599,Octa core,"5.0"" (12.7 cm)",13 MP,2300 mAh,5 MP
Lenovo A680 2014_march,5999,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,0.3 MP
XOLO A500 Club 2014_february,2590,Dual core,"4.0"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
Celkon C26 2015_december,1179,Dual core,"2.4"" (6.1 cm)",1.3 MP,800 mAh,0.3 MP
Videocon Octa Core Z55 Delite 2015_november,5750,Octa core,"5.0"" (12.7 cm)",8 MP,2200 mAh,5 MP
Videocon V1573 2015_may,1040,Octa core,"2.8"" (7.11 cm)",1.3 MP,2200 mAh,5 MP
Adcom T35 2016_january,1299,Octa core,"3.5"" (8.89 cm)",1.3 MP,1250 mAh,5 MP
Samsung Star 3 Duos S5222 2012_february,4500,Octa core,"3"" (7.62 cm)",3 MP,1000 mAh,5 MP
Lava Iris Icon 2015_april,7850,Quad core,"5.0"" (12.7 cm)",13 MP,2500 mAh,5 MP
Sony Xperia Neo L 2012_june,10000,Single core,"4"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
Videocon Infinium Z41 Aire 2016_january,2445,Single core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,0.3 MP
Spice Power S-585 2015_december,1299,Single core,"2.8"" (7.11 cm)",1.3 MP,1850 mAh,0.3 MP
Micromax Canvas Pep Q371 2015_february,3499,Quad core,"4.5"" (11.43 cm)",5 MP,1700 mAh,0.3 MP
HTC One S 2012_march,14999,Dual core,"4.3"" (10.92 cm)",8 MP,1650 mAh,1.3 MP
Nokia 6230i 2005_january,3299,Dual core,"4.3"" (10.92 cm)",1.3 MP,1650 mAh,1.3 MP
Lava KKT Mega 2016_february,1599,Dual core,"2.8"" (7.11 cm)",0.3 MP,1750 mAh,1.3 MP
Micromax GC313 2015_september,1820,Dual core,"1.8"" (4.57 cm)",0.3 MP,1000 mAh,1.3 MP
Karbonn K88 2015_august,1385,Dual core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,1.3 MP
Karbonn K111 Selfie 2015_july,1290,Dual core,"2.4"" (6.1 cm)",1.3 MP,1500 mAh,1.3 MP
Kenxinda K528 2015_march,2250,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Swipe Konnect 3 2015_january,2080,Dual core,"3.5"" (8.89 cm)",2 MP,1250 mAh,0.3 MP
VOX Mobile Kick K7 2014_november,2390,Dual core,"5.0"" (12.7 cm)",3.2 MP,1400 mAh,1.3 MP
Videocon V2GA3 2016_march,1029,Dual core,"2.4"" (6.1 cm)",0.3 MP,2200 mAh,1.3 MP
Zen 105 Max 2015_november,2055,Single core,"3.5"" (8.89 cm)",2 MP,1250 mAh,0.3 MP
Intex Aqua R4 Plus 2015_september,2294,Single core,"4.0"" (10.16 cm)",2 MP,1380 mAh,0.3 MP
Haier E619 2014_december,2999,Dual core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,0.3 MP
Nokia Asha 501 Dual SIM 2013_june,5999,Dual core,"3"" (7.62 cm)",3.2 MP,1200 mAh,0.3 MP
Sansui U30 Euphoria 2015_april,2100,Single core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
M-Tech Jazbaa 2015_september,7999,Quad core,"5"" (12.7 cm)",13 MP,2000 mAh,5 MP
Ziox ZX300 2015_september,1250,Quad core,"2.4"" (6.1 cm)",0.3 MP,2800 mAh,5 MP
Micromax Canvas Hue 2015_january,6829,Quad core,"5.0"" (12.7 cm)",8 MP,3000 mAh,2 MP
Panasonic T31 2013_october,4589,Dual core,"4.0"" (10.16 cm)",3.2 MP,1300 mAh,0.3 MP
Samsung Rex 90 S5292 2013_march,5900,Dual core,"3.5"" (8.89 cm)",3.2 MP,1000 mAh,0.3 MP
ZTE V5 2014_september,9200,Quad core,"5.0"" (12.7 cm)",13 MP,2400 mAh,5 MP
Intex Aqua Sense 5.0 2015_august,4735,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,0.3 MP
Swipe Konnect ME 2015_april,3499,Dual core,"4.5"" (11.43 cm)",5 MP,2450 mAh,1.3 MP
Wiko Highway 4G 2014_october,6287,Quad core,"5.0"" (12.7 cm)",16 MP,2350 mAh,8 MP
Lenovo S650 2013_december,5999,Quad core,"4.7"" (11.94 cm)",8 MP,2000 mAh,0.3 MP
Spice Power S580 2016_january,1489,Quad core,"2.4"" (6.1 cm)",1.3 MP,2800 mAh,0.3 MP
Spice Xlife 431Q 2015_june,2499,Quad core,"4.0"" (10.16 cm)",5 MP,1750 mAh,1.3 MP
Spice Xlife 512 2015_june,4332,Dual core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Celkon Millennia Q519 2015_june,3999,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,3.2 MP
Zopo Color C1 ZP331 2016_january,3999,Quad core,"4.5"" (11.43 cm)",5 MP,1700 mAh,2 MP
Spice Power 5757 2015_july,1439,Quad core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,2 MP
Reliance Lava CG142J 2015_april,1666,Quad core,"2.4"" (6.1 cm)",0.3 MP,1400 mAh,2 MP
Intex Aqua R3 2014_december,2099,Dual core,"3.5"" (8.89 cm)",2 MP,1400 mAh,0.3 MP
Hi-Tech X-One 2016_march,1349,Dual core,"2.8"" (7.11 cm)",1.3 MP,1800 mAh,0.3 MP
XOLO Cube 5.0 2015_june,4599,Quad core,"5.0"" (12.7 cm)",8 MP,2100 mAh,2 MP
Karbonn K24 2014_december,1199,Quad core,"2.4"" (6.1 cm)",2 MP,1800 mAh,2 MP
Micromax Bolt A47 2013_december,3999,Dual core,"4.0"" (10.16 cm)",2 MP,1600 mAh,0.3 MP
Spice Xlife EZY 2015_september,2000,Single core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Videocon Z55 Dash 2015_august,4999,Octa core,"5.0"" (12.7 cm)",8 MP,2200 mAh,5 MP
Sansui U40 2015_may,2849,Single core,"4.0"" (10.16 cm)",3.2 MP,1450 mAh,0.3 MP
Lenovo A369i 2013_november,6999,Dual core,"4"" (10.16 cm)",2 MP,1500 mAh,0.3 MP
i-smart IS-57 Mercury V4 2015_august,3900,Quad core,"5.0"" (12.7 cm)",8 MP,2100 mAh,3.2 MP
Trio Selfie 3 T45 2015_february,2999,Quad core,"4.5"" (11.43 cm)",8 MP,1800 mAh,2 MP
Zen Firefox U105 2014_october,2820,Single core,"3.5"" (8.89 cm)",2 MP,1200 mAh,0.3 MP
Micromax Canvas Elanza 2 A121 2014_may,5899,Quad core,"5"" (12.7 cm)",8 MP,2000 mAh,2 MP
Zen Cinemax 1 2015_august,4349,Quad core,"5.5"" (13.97 cm)",5 MP,3100 mAh,2 MP
Karbonn Titanium Desire S30 2015_june,4500,Quad core,"4.5"" (11.43 cm)",8 MP,1800 mAh,3.2 MP
Acer Liquid Jade 2014_december,16864,Quad core,"5.0"" (12.7 cm)",13 MP,2100 mAh,2 MP
iBall Leader 2.8H 2015_july,1440,Quad core,"2.8"" (7.11 cm)",1.3 MP,1200 mAh,2 MP
LG L60 2014_august,4599,Dual core,"4.3"" (10.92 cm)",5 MP,1700 mAh,0.3 MP
Micromax A110Q Canvas 2 Plus 2013_may,8990,Quad core,"5"" (12.7 cm)",8 MP,2000 mAh,2 MP
Nokia Lumia 710 2011_december,18175,Quad core,"3.7"" (9.4 cm)",5 MP,1300 mAh,2 MP
Lenovo A516 2013_october,7400,Dual core,"4.5"" (11.43 cm)",5 MP,2000 mAh,0.3 MP
Intex Cloud 3G Candy 2016_january,2379,Single core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Micromax Canvas A1 AQ4502 2015_june,3499,Quad core,"4.5"" (11.43 cm)",5 MP,1700 mAh,2 MP
iBall Andi 4.5M Enigma 2014_september,4499,Quad core,"4.5"" (11.43 cm)",13 MP,1500 mAh,8 MP
Karbonn A93 2014_june,6123,Dual core,"3.9"" (9.91 cm)",5 MP,1500 mAh,0.3 MP
Karbonn Titanium S5 Plus 2013_december,10890,Quad core,"5.0"" (12.7 cm)",8 MP,1800 mAh,0.3 MP
Intex Aqua Freedom 2016_february,4399,Quad core,"5.0"" (12.7 cm)",5 MP,3000 mAh,2 MP
Intex Aqua Speed 2015_march,5999,Quad core,"4.5"" (11.43 cm)",8 MP,1700 mAh,5 MP
Micromax CG777 2015_september,1799,Quad core,"2.8"" (7.11 cm)",0.3 MP,1000 mAh,5 MP
Intex Aqua Y2 Power 2015_july,3629,Quad core,"4.0"" (10.16 cm)",5 MP,2900 mAh,2 MP
Videocon Infinium Zest Flame 2015_may,1749,Single core,"3.5"" (8.89 cm)",2 MP,1400 mAh,0.3 MP
Nuvo Note Pro NQ53 2015_january,7300,Quad core,"5.3"" (13.46 cm)",8 MP,2650 mAh,2 MP
Motorola RAZR V3i 2005_november,9690,Quad core,"5.3"" (13.46 cm)",1.2 MP,2650 mAh,2 MP
Micromax Bolt Q325 2015_october,3750,Quad core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,0.3 MP
Spice Boss M-5381 2014_september,1384,Quad core,"2.4"" (6.1 cm)",1.3 MP,3000 mAh,0.3 MP
Micromax X402 2016_january,1199,Quad core,"1.8"" (4.57 cm)",0.3 MP,800 mAh,0.3 MP
iBall Sumo Star 2.8H 2015_may,1799,Quad core,"2.8"" (7.11 cm)",1.3 MP,3000 mAh,0.3 MP
iBall King 2 1.8B 2015_may,1200,Quad core,"1.8"" (4.57 cm)",0.3 MP,1800 mAh,0.3 MP
Nokia 5230 2009_november,6994,Quad core,"3.2"" (8.13 cm)",2 MP,1320 mAh,0.3 MP
Xillion XOne X400 2015_october,8999,Quad core,"5.5"" (13.97 cm)",8 MP,2000 mAh,2 MP
Spice Champ 2460 2015_december,1048,Quad core,"2.4"" (6.1 cm)",1.3 MP,1850 mAh,2 MP
Lava KKT Connect Plus 2015_november,1500,Quad core,"2.4"" (6.1 cm)",0.3 MP,1750 mAh,2 MP
Intex Aqua Xtreme 2 2015_june,6239,Octa core,"5.0"" (12.7 cm)",13 MP,2000 mAh,5 MP
Videocon V1561 2015_june,1150,Octa core,"2.8"" (7.11 cm)",1.3 MP,1500 mAh,5 MP
XOLO Q710s 2014_november,4350,Quad core,"4.5"" (11.43 cm)",8 MP,2000 mAh,1.3 MP
Swingtel SW50 Plus 2013_december,1099,Quad core,"2.0"" (5.08 cm)",0.3 MP,1500 mAh,1.3 MP
Intex Selfie N 2015_december,1749,Quad core,"2.4"" (6.1 cm)",0.3 MP,1450 mAh,1.3 MP
Karbonn Aura 2015_july,3049,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,2 MP
Karbonn Titanium S15 Plus 2015_may,2999,Quad core,"4.0"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
Lava Arc 240 2015_january,5000,Quad core,"2.4"" (6.1 cm)",1.3 MP,1100 mAh,0.3 MP
Panasonic P41 2014_july,5400,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
VOX Mobile DV10 2014_january,1599,Quad core,"2.4"" (6.1 cm)",2 MP,1200 mAh,0.3 MP
Lava Flair S1 2016_march,4349,Dual core,"4.5"" (11.43 cm)",3.2 MP,1750 mAh,0.3 MP
Spice Mi-347 2014_october,1799,Single core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Micromax Canvas Power 2014_february,12999,Quad core,"5.0"" (12.7 cm)",5 MP,4000 mAh,0.3 MP
Intex Aqua Q5 2015_july,4099,Quad core,"4.5"" (11.43 cm)",8 MP,1600 mAh,2 MP
Lava Iris X1 Atom 8GB 2015_april,2999,Quad core,"4.0"" (10.16 cm)",5 MP,1750 mAh,0.3 MP
Swipe Sonic 2014_march,2750,Dual core,"4.0"" (10.16 cm)",2 MP,1500 mAh,0.3 MP
Sony Xperia miro 2012_september,14000,Single core,"3.5"" (8.89 cm)",5 MP,1500 mAh,0.3 MP
Datawind PocketSurfer 2G4X 2016_january,1380,Single core,"3.5"" (8.89 cm)",0.3 MP,1300 mAh,0.3 MP
Lava Arc Grand 2015_may,1400,Single core,"2.8"" (7.11 cm)",1.3 MP,1200 mAh,0.3 MP
Karbonn Titanium Dazzle S201 2015_february,4399,Quad core,"5.0"" (12.7 cm)",5 MP,1850 mAh,2 MP
Micromax Canvas Duet 2 2014_february,4990,Quad core,"5.3"" (13.46 cm)",8 MP,2300 mAh,2 MP
Samsung Rex 70 S3802 2013_march,5900,Quad core,"3"" (7.62 cm)",2 MP,1000 mAh,2 MP
Intex Cloud Force 2016_january,3999,Quad core,"5.0"" (12.7 cm)",5 MP,2500 mAh,0.3 MP
Obi Leopard S502 2014_september,7400,Quad core,"5.0"" (12.7 cm)",8 MP,2100 mAh,5 MP
Karbonn Titanium S109 2015_august,3445,Quad core,"4.5"" (11.43 cm)",5 MP,1600 mAh,2 MP
Intex Aqua A2 2015_may,2999,Quad core,"4.0"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
Karbonn A104 2015_february,2190,Single core,"2.8"" (7.11 cm)",2 MP,1100 mAh,0.3 MP
HTC Desire 310 1GB RAM 2015_february,8549,Quad core,"4.5"" (11.43 cm)",5 MP,2000 mAh,0.3 MP
Micromax Unite 2 8GB 2014_july,4199,Quad core,"4.7"" (11.94 cm)",5 MP,2000 mAh,2 MP
Lenovo S820 2013_june,17999,Quad core,"4.7"" (11.94 cm)",12 MP,2000 mAh,2 MP
Karbonn Titanium S35 2015_september,4500,Quad core,"4.5"" (11.43 cm)",5 MP,1850 mAh,2 MP
Good One U9 2015_april,2699,Dual core,"4.7"" (11.94 cm)",5 MP,2300 mAh,2 MP
i-smart IS-56i Mercury V6 2015_october,4399,Quad core,"5"" (12.7 cm)",8 MP,2500 mAh,3.2 MP
Intex Mega 510 2015_february,1150,Quad core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,3.2 MP
iBall Andi 4.5C Magnifico 1GB RAM 2016_march,2900,Dual core,"4.5"" (11.43 cm)",5 MP,1700 mAh,2 MP
iBall Cobalt 5.5F Youva 2016_february,7599,Quad core,"5.5"" (13.97 cm)",8 MP,2600 mAh,5 MP
Celkon Millennia Hero 2015_september,11000,Quad core,"4.0"" (10.16 cm)",5 MP,1700 mAh,3.2 MP
Karbonn Kphone 9 2015_august,1325,Quad core,"2.4"" (6.1 cm)",1.3 MP,1000 mAh,3.2 MP
Intex Alpha Pro 2015_february,1250,Quad core,"2.4"" (6.1 cm)",0.3 MP,1000 mAh,3.2 MP
Jivi JCP 12C 2015_january,1233,Quad core,"1.8"" (4.57 cm)",0.3 MP,1000 mAh,3.2 MP
Micromax X342 2014_november,1549,Quad core,"2.8"" (7.11 cm)",0.3 MP,1450 mAh,0.3 MP
Swipe Sense 2014_august,7999,Quad core,"5.5"" (13.97 cm)",8 MP,2250 mAh,3.2 MP
LG Optimus L5 Dual E615 2012_september,4999,Single core,"4"" (10.16 cm)",5 MP,1540 mAh,3.2 MP
SICT GC999 2016_january,1199,Single core,"2.4"" (6.1 cm)",0.3 MP,1400 mAh,3.2 MP
Sansui U31 2015_october,1999,Single core,"3.5"" (8.89 cm)",2 MP,1400 mAh,3.2 MP
Onida i450 2015_july,3299,Quad core,"4.5"" (11.43 cm)",8 MP,1800 mAh,1.3 MP
Onida i405 2015_january,2727,Dual core,"4.0"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
Micromax X345 2014_november,1999,Dual core,"2.8"" (7.11 cm)",0.3 MP,1000 mAh,0.3 MP
Panasonic P51 2013_may,8900,Quad core,"5"" (12.7 cm)",8 MP,2500 mAh,1.3 MP
Micromax Bolt S302 2015_october,2870,Single core,"4.0"" (10.16 cm)",2 MP,1450 mAh,1.3 MP
Jivi JV GC 1209 2014_march,1690,Single core,"2.4"" (6.1 cm)",1.3 MP,1500 mAh,1.3 MP
Micromax Canvas Blaze MT500 2013_december,5999,Dual core,"5.0"" (12.7 cm)",8 MP,1850 mAh,0.3 MP
M-Tech Trendy 2016_march,1299,Dual core,"2.4"" (6.1 cm)",0.3 MP,1600 mAh,0.3 MP
Lava Arc 12 Plus 2015_march,1220,Dual core,"2.4"" (6.1 cm)",0.3 MP,1000 mAh,0.3 MP
Karbonn A2 2013_january,6000,Single core,"4"" (10.16 cm)",3 MP,1750 mAh,0.3 MP
Zopo Speed 7 2015_september,13194,Octa core,"5.0"" (12.7 cm)",13.2 MP,2500 mAh,5 MP
Karbonn Titanium S320 2015_may,4280,Quad core,"5.0"" (12.7 cm)",5 MP,3000 mAh,2 MP
VOX Mobile Kick K4 2014_december,1990,Single core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,0.3 MP
Swipe 9X 2013_april,5100,Dual core,"4.7"" (11.94 cm)",8 MP,2000 mAh,2 MP
Jivi N4530 2016_february,1149,Dual core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,2 MP
Spice Smart Flo Mi-348E 2015_may,2272,Single core,"3.5"" (8.89 cm)",2 MP,1400 mAh,1.3 MP
iBall Andi 5M Xotic 2015_february,6700,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,3.2 MP
XOLO Omega 5.0 2014_december,6999,Octa core,"5.0"" (12.7 cm)",8 MP,2100 mAh,2 MP
XOLO A500S Lite 2014_may,5750,Dual core,"4.0"" (10.16 cm)",3 MP,1400 mAh,0.3 MP
Lenovo A526 2014_april,7890,Quad core,"4.5"" (11.43 cm)",5 MP,2000 mAh,0.3 MP
Videocon Challenger V40GE 2016_march,2400,Quad core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,0.3 MP
Intex Aqua T3 2014_june,3099,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Fly F50s 2013_february,5780,Dual core,"5"" (12.7 cm)",8 MP,2000 mAh,2 MP
M-Tech G9 2015_december,1028,Dual core,"2.4"" (6.1 cm)",0.8 MP,1700 mAh,2 MP
Reliance Lava EG841 2015_april,5999,Dual core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Intex Aqua Xtreme 2014_december,6499,Octa core,"5.0"" (12.7 cm)",13 MP,2000 mAh,5 MP
Zen Ultrafone Amaze 701 FHD 2013_october,6990,Quad core,"5.0"" (12.7 cm)",13 MP,2050 mAh,8 MP
XOLO Q1000 2013_may,4999,Quad core,"5"" (12.7 cm)",8 MP,2100 mAh,1.2 MP
Intex Aqua Star Power 2014_september,7017,Quad core,"4.5"" (11.43 cm)",8 MP,3000 mAh,2 MP
Spice Smart Flo Mi-359 2014_august,10000,Dual core,"3.5"" (8.89 cm)",2 MP,1400 mAh,1.3 MP
XOLO Q600S 2014_may,13000,Quad core,"4.5"" (11.43 cm)",5 MP,2000 mAh,0.3 MP
XOLO A500S IPS 2013_october,6200,Dual core,"4.0"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
Blackberry Bold 9000 2008_may,7699,Dual core,"2.6"" (6.6 cm)",2 MP,1500 mAh,0.3 MP
Videocon VS Topaz 2015_october,1060,Dual core,"2.4"" (6.1 cm)",0.3 MP,2200 mAh,0.3 MP
Asus Zenfone 2 Laser ZE500KL 8GB 2015_august,10111,Quad core,"5.0"" (12.7 cm)",13 MP,2070 mAh,5 MP
Lava Flair P1i 2015_august,2222,Single core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Karbonn K18 Star 2015_june,1920,Single core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,0.3 MP
Intex Aqua Y2 1GB RAM 2015_april,5350,Quad core,"4.0"" (10.16 cm)",8 MP,1400 mAh,2 MP
Blackberry Torch 9860 2011_november,8900,Quad core,"3.7"" (9.4 cm)",5 MP,1230 mAh,2 MP
Lava Iris 450 Colour 2014_april,4399,Dual core,"4.5"" (11.43 cm)",5 MP,1800 mAh,0.3 MP
Lava Spark Icon 2015_june,1498,Dual core,"2.8"" (7.11 cm)",1.3 MP,1150 mAh,0.3 MP
Spice Mi-504 Smart Flo Mettle 5X 2014_march,5638,Dual core,"5"" (12.7 cm)",8 MP,1800 mAh,1.3 MP
Intex Aqua i15 2014_february,9999,Quad core,"6.0"" (15.24 cm)",8 MP,2400 mAh,2 MP
M-Tech G10 2016_march,1200,Quad core,"2.8"" (7.11 cm)",0.3 MP,1700 mAh,2 MP
Zen Admire Curve 2015_november,2380,Quad core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,1.3 MP
